"","ID.medlyn","file.medlyn","variable.medlyn","model.medlyn","deviance_SS.medlyn","numIter.medlyn","BIC.medlyn","k25.medlyn","Ea.medlyn","delS.medlyn","Hd.medlyn","minT.medlyn","maxT.medlyn","ID.new","file.new","variable.new","model.new","deviance_SS.new","numIter.new","BIC.new","k25.new","Ea.new","delS.new","Hd.new","minT.new","maxT.new"
"54","Cedrela odorata_r1_35","nick_smith.csv","Jmax","Medlyn",137.686963939796,41,44.7853993166943,32.2665565378982,32.6823357464993,0.584044015984372,186.843080237567,14,50,"Cedrela odorata_r1_35","nick_smith.csv","Jmax","New",125.276939483199,53,44.2186637444174,32.0428135264622,32.6823357464993,0.559354231378478,178.553310575696,14,50
"55","Cedrela odorata_r3_20","nick_smith.csv","Jmax","Medlyn",211.601763748537,14,47.3637391406977,21.7945313541334,2.58071620330816,1.16499106947998,376.599250245071,14,50,"Cedrela odorata_r3_20","nick_smith.csv","Jmax","New",188.125205681007,39,46.6581493021691,21.9822343775561,2.58071620330816,0.878302848055242,283.455059427365,14,50
"56","Cedrela odorata_r3_25","nick_smith.csv","Jmax","Medlyn",318.015279317767,2,49.8080995079979,25.7418624336121,3.42233710516117,0.729519392238606,238.759229726354,14,50,"Cedrela odorata_r3_25","nick_smith.csv","Jmax","New",150.417555839119,23,45.3159937233719,27.6086211185614,10.267005269451,0.971251935363397,313.175980068037,14,50
"57","Cedrela odorata_r3_30","nick_smith.csv","Jmax","Medlyn",41.762499688881,62,32.8493793332125,41.8613859620443,56.245401954535,0.281367908468904,87.5959636880868,14,41,"Cedrela odorata_r3_30","nick_smith.csv","Jmax","New",41.7699578742042,92,32.8502721819997,41.8675622610855,53.9863357566353,0.28109142868924,87.4660152107492,14,41
"58","Cucumis sativa_r1_30","nick_smith.csv","Jmax","Medlyn",324.421679829737,34,49.9277678325646,32.21604946461,19.9349001890902,0.481080777655345,154.338839472756,14,50,"Cucumis sativa_r1_30","nick_smith.csv","Jmax","New",297.744031642013,46,49.4129079082565,32.2629927301585,19.9349001890902,0.46335717526892,148.194275769334,14,50
"59","Cucumis sativa_r1_35","nick_smith.csv","Jmax","Medlyn",1541.3674200697,101,59.2780543484482,103.168769878043,35.2657167856171,0.388062742872019,123.531911544724,14,50,"Cucumis sativa_r1_35","nick_smith.csv","Jmax","New",1452.92770131746,53,58.9235183539477,103.160672556492,35.2657167856171,0.378704107253228,120.136990729689,14,50
"60","Cucumis sativa_r2_20","nick_smith.csv","Jmax","Medlyn",441.149137179251,40,51.7718009161589,44.6552649958511,20.3487049323455,0.258757111101549,83.4077053737596,14,50,"Cucumis sativa_r2_20","nick_smith.csv","Jmax","New",424.581048296669,68,51.5421204133551,44.9530294987994,20.3487049323455,0.254115506181122,81.3272981693966,14,50
"61","Cucumis sativa_r2_25","nick_smith.csv","Jmax","Medlyn",1862.80956920339,30,60.4145498177975,70.0668051468294,7.10209173297429,0.901685616225127,290.832258480972,14,50,"Cucumis sativa_r2_25","nick_smith.csv","Jmax","New",1645.45971876114,63,59.6701534599226,70.4176790485082,7.10209173297429,0.772065579061708,248.504110895774,14,50
"62","Cucumis sativa_r2_30","nick_smith.csv","Jmax","Medlyn",1431.95160092041,35,58.8362642214849,68.7051036465312,17.7712334882026,0.528855074382752,169.907590599812,14,50,"Cucumis sativa_r2_30","nick_smith.csv","Jmax","New",1302.43251757678,29,58.2674367034089,68.7816514250649,17.7712334882026,0.503454228120435,161.283405841558,14,50
"63","Cucumis sativa_r2_35","nick_smith.csv","Jmax","Medlyn",2064.83199847287,44,61.0323278017106,109.849788352929,41.954147056837,0.380385547335558,120.545956293964,14,50,"Cucumis sativa_r2_35","nick_smith.csv","Jmax","New",1969.28688882671,12,60.7480635542222,109.748983503985,41.954147056837,0.374873944732281,118.417757426238,14,50
