,Week ,DOY,Location,daily_C_Medlyn,daily_C_new,diff_Hdfit200_W1,diff_HdFit200_W12,SD_temp,SD_VPD,SD_PAR
1,1,Aug_17,Albuquerque,-0.010127722,-0.01012276,-4.96E-06,-8.43E-06,7.172776052,2.53831642,2.53831642
19,1,Aug_17,Albuquerque,-0.010127722,-0.01012276,-4.96E-06,-8.43E-06,7.172776052,2.53831642,2.53831642
37,1,Aug_17,Albuquerque,-0.006849409,-0.0068469,-2.51E-06,-4.26E-06,7.172776052,2.53831642,2.53831642
55,1,Aug_17,Albuquerque,-0.006849409,-0.0068469,-2.51E-06,-4.26E-06,7.172776052,2.53831642,2.53831642
73,1,Aug_17,Albuquerque,0.062011286,0.062012857,-1.57E-06,-2.67E-06,7.172776052,2.53831642,2.53831642
91,1,Aug_17,Albuquerque,0.058444983,0.058438191,6.79E-06,1.15E-05,7.172776052,2.53831642,2.53831642
109,1,Aug_17,Albuquerque,0.026733406,0.026733045,3.61E-07,6.13E-07,7.172776052,2.53831642,2.53831642
127,1,Aug_17,Albuquerque,0.017652989,0.017652408,5.81E-07,9.88E-07,7.172776052,2.53831642,2.53831642
145,1,Aug_17,Albuquerque,-0.035227392,-0.034669116,-0.000558276,-0.000948438,7.172776052,2.53831642,2.53831642
163,1,Aug_17,Albuquerque,0.059686921,0.059682634,4.29E-06,7.28E-06,7.172776052,2.53831642,2.53831642
181,1,Aug_17,Albuquerque,0.023147825,0.023148126,-3.00E-07,-5.10E-07,7.172776052,2.53831642,2.53831642
199,1,Aug_17,Albuquerque,0.036568623,0.036571658,-3.04E-06,-5.16E-06,7.172776052,2.53831642,2.53831642
217,1,Aug_17,Albuquerque,0.002631506,0.002631646,-1.40E-07,-2.39E-07,7.172776052,2.53831642,2.53831642
235,1,Aug_17,Albuquerque,0.010610602,0.01060636,4.24E-06,7.21E-06,7.172776052,2.53831642,2.53831642
253,1,Aug_17,Albuquerque,-0.031743406,-0.031750931,7.52E-06,1.28E-05,7.172776052,2.53831642,2.53831642
271,1,Aug_17,Albuquerque,0.054088011,0.054087771,2.40E-07,4.08E-07,7.172776052,2.53831642,2.53831642
289,1,Aug_17,Albuquerque,0.045391877,0.045389501,2.38E-06,4.04E-06,7.172776052,2.53831642,2.53831642
307,1,Aug_17,Albuquerque,-0.023176187,-0.023175336,-8.51E-07,-1.45E-06,7.172776052,2.53831642,2.53831642
325,1,Aug_17,Albuquerque,0.040671216,0.040670792,4.24E-07,7.20E-07,7.172776052,2.53831642,2.53831642
343,1,Aug_17,Albuquerque,0.041198639,0.041198008,6.31E-07,1.07E-06,7.172776052,2.53831642,2.53831642
361,1,Aug_17,Albuquerque,0.047701506,0.047702917,-1.41E-06,-2.40E-06,7.172776052,2.53831642,2.53831642
379,1,Aug_17,Albuquerque,0.026559273,0.02655804,1.23E-06,2.10E-06,7.172776052,2.53831642,2.53831642
397,1,Aug_17,Albuquerque,0.04910357,0.049107965,-4.39E-06,-7.47E-06,7.172776052,2.53831642,2.53831642
415,1,Aug_17,Albuquerque,0.055194102,0.055194466,-3.64E-07,-6.18E-07,7.172776052,2.53831642,2.53831642
433,1,Aug_17,Albuquerque,-0.020737469,-0.020742611,5.14E-06,8.73E-06,7.172776052,2.53831642,2.53831642
451,1,Aug_17,Albuquerque,-0.027776954,-0.027774922,-2.03E-06,-3.45E-06,7.172776052,2.53831642,2.53831642
469,1,Aug_17,Albuquerque,0.020006479,0.020008174,-1.69E-06,-2.88E-06,7.172776052,2.53831642,2.53831642
487,1,Aug_17,Albuquerque,0.039534822,0.039533899,9.23E-07,1.57E-06,7.172776052,2.53831642,2.53831642
505,1,Aug_17,Albuquerque,0.076749803,0.076747577,2.23E-06,3.78E-06,7.172776052,2.53831642,2.53831642
523,1,Aug_17,Albuquerque,0.038039522,0.038039734,-2.12E-07,-3.60E-07,7.172776052,2.53831642,2.53831642
541,1,Aug_17,Albuquerque,0.01208762,0.012086999,6.21E-07,1.05E-06,7.172776052,2.53831642,2.53831642
559,1,Aug_17,Albuquerque,0.027066171,0.027063765,2.41E-06,4.09E-06,7.172776052,2.53831642,2.53831642
577,1,Aug_17,Albuquerque,0.004003928,0.004003937,-8.49E-09,-1.44E-08,7.172776052,2.53831642,2.53831642
595,1,Aug_17,Albuquerque,-0.01293407,-0.012896064,-3.80E-05,-6.46E-05,7.172776052,2.53831642,2.53831642
613,1,Aug_17,Albuquerque,0.014945487,0.014941689,3.80E-06,6.45E-06,7.172776052,2.53831642,2.53831642
631,1,Aug_17,Albuquerque,0.036817479,0.036814839,2.64E-06,4.48E-06,7.172776052,2.53831642,2.53831642
649,1,Aug_17,Albuquerque,0.052170861,0.052166727,4.13E-06,7.02E-06,7.172776052,2.53831642,2.53831642
667,1,Aug_17,Albuquerque,0.054732079,0.054756253,-2.42E-05,-4.11E-05,7.172776052,2.53831642,2.53831642
685,1,Aug_17,Albuquerque,0.08681053,0.08681256,-2.03E-06,-3.45E-06,7.172776052,2.53831642,2.53831642
703,1,Aug_17,Albuquerque,0.080003386,0.080005081,-1.69E-06,-2.88E-06,7.172776052,2.53831642,2.53831642
721,1,Aug_17,Albuquerque,0.02633379,0.026331734,2.06E-06,3.49E-06,7.172776052,2.53831642,2.53831642
739,1,Aug_17,Albuquerque,0.032436799,0.032433884,2.92E-06,4.95E-06,7.172776052,2.53831642,2.53831642
757,1,Aug_17,Albuquerque,0.030364054,0.030367982,-3.93E-06,-6.67E-06,7.172776052,2.53831642,2.53831642
775,1,Aug_17,Albuquerque,0.030710682,0.030710505,1.77E-07,3.01E-07,7.172776052,2.53831642,2.53831642
793,1,Aug_17,Albuquerque,-0.001504852,-0.001526541,2.17E-05,3.68E-05,7.172776052,2.53831642,2.53831642
811,1,Aug_17,Albuquerque,0.032294064,0.032293772,2.92E-07,4.95E-07,7.172776052,2.53831642,2.53831642
829,1,Aug_17,Albuquerque,0.001292782,0.001292841,-5.86E-08,-9.95E-08,7.172776052,2.53831642,2.53831642
847,1,Aug_17,Albuquerque,0.013957944,0.01395524,2.70E-06,4.59E-06,7.172776052,2.53831642,2.53831642
865,1,Aug_17,Albuquerque,0.001323383,0.002686571,-0.001363188,-0.002315878,7.172776052,2.53831642,2.53831642
883,1,Aug_17,Albuquerque,0.026020185,0.026019799,3.86E-07,6.56E-07,7.172776052,2.53831642,2.53831642
3,1,Aug_18,Albuquerque,-0.009673047,-0.009663879,-9.17E-06,-1.56E-05,8.134194724,2.825402956,2.825402956
21,1,Aug_18,Albuquerque,-0.009673047,-0.009663879,-9.17E-06,-1.56E-05,8.134194724,2.825402956,2.825402956
39,1,Aug_18,Albuquerque,-0.005630607,-0.005630103,-5.04E-07,-8.56E-07,8.134194724,2.825402956,2.825402956
57,1,Aug_18,Albuquerque,-0.005630607,-0.005630103,-5.04E-07,-8.56E-07,8.134194724,2.825402956,2.825402956
75,1,Aug_18,Albuquerque,0.040148812,0.040148568,2.44E-07,4.14E-07,8.134194724,2.825402956,2.825402956
93,1,Aug_18,Albuquerque,0.044065475,0.044062818,2.66E-06,4.52E-06,8.134194724,2.825402956,2.825402956
111,1,Aug_18,Albuquerque,0.013990358,0.013990924,-5.65E-07,-9.61E-07,8.134194724,2.825402956,2.825402956
129,1,Aug_18,Albuquerque,0.017898837,0.017898804,3.25E-08,5.53E-08,8.134194724,2.825402956,2.825402956
147,1,Aug_18,Albuquerque,-0.038664055,-0.038114046,-0.000550009,-0.000934393,8.134194724,2.825402956,2.825402956
165,1,Aug_18,Albuquerque,0.049505579,0.049500463,5.12E-06,8.69E-06,8.134194724,2.825402956,2.825402956
183,1,Aug_18,Albuquerque,0.000856151,0.000851603,4.55E-06,7.73E-06,8.134194724,2.825402956,2.825402956
201,1,Aug_18,Albuquerque,0.030119022,0.030124013,-4.99E-06,-8.48E-06,8.134194724,2.825402956,2.825402956
219,1,Aug_18,Albuquerque,0.004364677,0.004364301,3.77E-07,6.40E-07,8.134194724,2.825402956,2.825402956
237,1,Aug_18,Albuquerque,-0.003273605,-0.003274133,5.28E-07,8.97E-07,8.134194724,2.825402956,2.825402956
255,1,Aug_18,Albuquerque,-0.03580008,-0.03581542,1.53E-05,2.61E-05,8.134194724,2.825402956,2.825402956
273,1,Aug_18,Albuquerque,0.042408273,0.042411193,-2.92E-06,-4.96E-06,8.134194724,2.825402956,2.825402956
291,1,Aug_18,Albuquerque,0.036933463,0.03693381,-3.47E-07,-5.90E-07,8.134194724,2.825402956,2.825402956
309,1,Aug_18,Albuquerque,-0.030331633,-0.03033001,-1.62E-06,-2.76E-06,8.134194724,2.825402956,2.825402956
327,1,Aug_18,Albuquerque,0.034085435,0.034086736,-1.30E-06,-2.21E-06,8.134194724,2.825402956,2.825402956
345,1,Aug_18,Albuquerque,0.032784347,0.032785342,-9.96E-07,-1.69E-06,8.134194724,2.825402956,2.825402956
363,1,Aug_18,Albuquerque,0.037311436,0.037315376,-3.94E-06,-6.69E-06,8.134194724,2.825402956,2.825402956
381,1,Aug_18,Albuquerque,0.018750991,0.018752445,-1.45E-06,-2.47E-06,8.134194724,2.825402956,2.825402956
399,1,Aug_18,Albuquerque,0.029798023,0.029805542,-7.52E-06,-1.28E-05,8.134194724,2.825402956,2.825402956
417,1,Aug_18,Albuquerque,0.04754823,0.047549341,-1.11E-06,-1.89E-06,8.134194724,2.825402956,2.825402956
435,1,Aug_18,Albuquerque,-0.018827593,-0.018836351,8.76E-06,1.49E-05,8.134194724,2.825402956,2.825402956
453,1,Aug_18,Albuquerque,-0.031904337,-0.031903689,-6.48E-07,-1.10E-06,8.134194724,2.825402956,2.825402956
471,1,Aug_18,Albuquerque,0.012413532,0.012416262,-2.73E-06,-4.64E-06,8.134194724,2.825402956,2.825402956
489,1,Aug_18,Albuquerque,0.034030493,0.03403108,-5.87E-07,-9.98E-07,8.134194724,2.825402956,2.825402956
507,1,Aug_18,Albuquerque,0.067334584,0.067335601,-1.02E-06,-1.73E-06,8.134194724,2.825402956,2.825402956
525,1,Aug_18,Albuquerque,0.030106775,0.030108728,-1.95E-06,-3.32E-06,8.134194724,2.825402956,2.825402956
543,1,Aug_18,Albuquerque,0.002775701,0.002776087,-3.86E-07,-6.56E-07,8.134194724,2.825402956,2.825402956
561,1,Aug_18,Albuquerque,0.017693202,0.017689885,3.32E-06,5.64E-06,8.134194724,2.825402956,2.825402956
579,1,Aug_18,Albuquerque,-0.00152822,-0.001527672,-5.48E-07,-9.31E-07,8.134194724,2.825402956,2.825402956
597,1,Aug_18,Albuquerque,-0.027077613,-0.027025849,-5.18E-05,-8.79E-05,8.134194724,2.825402956,2.825402956
615,1,Aug_18,Albuquerque,0.012763376,0.012756791,6.58E-06,1.12E-05,8.134194724,2.825402956,2.825402956
633,1,Aug_18,Albuquerque,0.024994021,0.024993712,3.10E-07,5.26E-07,8.134194724,2.825402956,2.825402956
651,1,Aug_18,Albuquerque,0.03673981,0.036735681,4.13E-06,7.01E-06,8.134194724,2.825402956,2.825402956
669,1,Aug_18,Albuquerque,0.051699888,0.051700498,-6.10E-07,-1.04E-06,8.134194724,2.825402956,2.825402956
687,1,Aug_18,Albuquerque,0.072657911,0.072663876,-5.97E-06,-1.01E-05,8.134194724,2.825402956,2.825402956
705,1,Aug_18,Albuquerque,0.068210155,0.068215333,-5.18E-06,-8.80E-06,8.134194724,2.825402956,2.825402956
723,1,Aug_18,Albuquerque,0.02072536,0.020726038,-6.78E-07,-1.15E-06,8.134194724,2.825402956,2.825402956
741,1,Aug_18,Albuquerque,0.027185696,0.027185634,6.16E-08,1.05E-07,8.134194724,2.825402956,2.825402956
759,1,Aug_18,Albuquerque,0.027787144,0.027795654,-8.51E-06,-1.45E-05,8.134194724,2.825402956,2.825402956
777,1,Aug_18,Albuquerque,0.029904821,0.02990738,-2.56E-06,-4.35E-06,8.134194724,2.825402956,2.825402956
795,1,Aug_18,Albuquerque,-0.012923833,-0.012955282,3.14E-05,5.34E-05,8.134194724,2.825402956,2.825402956
813,1,Aug_18,Albuquerque,0.024522413,0.024523972,-1.56E-06,-2.65E-06,8.134194724,2.825402956,2.825402956
831,1,Aug_18,Albuquerque,-0.003509734,-0.003509368,-3.66E-07,-6.22E-07,8.134194724,2.825402956,2.825402956
849,1,Aug_18,Albuquerque,0.003551212,0.00354936,1.85E-06,3.15E-06,8.134194724,2.825402956,2.825402956
867,1,Aug_18,Albuquerque,-0.020440538,-0.019309603,-0.001130935,-0.00192131,8.134194724,2.825402956,2.825402956
885,1,Aug_18,Albuquerque,0.019395798,0.019397222,-1.42E-06,-2.42E-06,8.134194724,2.825402956,2.825402956
5,1,Aug_19,Albuquerque,-0.016463981,-0.016453116,-1.09E-05,-1.85E-05,8.232481502,3.067733391,3.067733391
23,1,Aug_19,Albuquerque,-0.016463981,-0.016453116,-1.09E-05,-1.85E-05,8.232481502,3.067733391,3.067733391
41,1,Aug_19,Albuquerque,-0.022752637,-0.022748118,-4.52E-06,-7.68E-06,8.232481502,3.067733391,3.067733391
59,1,Aug_19,Albuquerque,-0.022752637,-0.022748118,-4.52E-06,-7.68E-06,8.232481502,3.067733391,3.067733391
77,1,Aug_19,Albuquerque,-0.008099003,-0.008097459,-1.54E-06,-2.62E-06,8.232481502,3.067733391,3.067733391
95,1,Aug_19,Albuquerque,-0.001508586,-0.001507281,-1.31E-06,-2.22E-06,8.232481502,3.067733391,3.067733391
113,1,Aug_19,Albuquerque,-0.015759812,-0.015758094,-1.72E-06,-2.92E-06,8.232481502,3.067733391,3.067733391
131,1,Aug_19,Albuquerque,-0.004088277,-0.004089993,1.72E-06,2.92E-06,8.232481502,3.067733391,3.067733391
149,1,Aug_19,Albuquerque,-0.040620455,-0.040460862,-0.000159593,-0.000271128,8.232481502,3.067733391,3.067733391
167,1,Aug_19,Albuquerque,0.004315921,0.004308497,7.42E-06,1.26E-05,8.232481502,3.067733391,3.067733391
185,1,Aug_19,Albuquerque,-0.027133449,-0.027131857,-1.59E-06,-2.71E-06,8.232481502,3.067733391,3.067733391
203,1,Aug_19,Albuquerque,-0.002718542,-0.002719805,1.26E-06,2.14E-06,8.232481502,3.067733391,3.067733391
221,1,Aug_19,Albuquerque,-0.008093495,-0.008097371,3.88E-06,6.58E-06,8.232481502,3.067733391,3.067733391
239,1,Aug_19,Albuquerque,-0.027113953,-0.027111295,-2.66E-06,-4.52E-06,8.232481502,3.067733391,3.067733391
257,1,Aug_19,Albuquerque,-0.039690709,-0.039695131,4.42E-06,7.51E-06,8.232481502,3.067733391,3.067733391
275,1,Aug_19,Albuquerque,0.001788134,0.001788545,-4.11E-07,-6.99E-07,8.232481502,3.067733391,3.067733391
293,1,Aug_19,Albuquerque,0.00027018,0.000270602,-4.22E-07,-7.16E-07,8.232481502,3.067733391,3.067733391
311,1,Aug_19,Albuquerque,-0.03482774,-0.034828864,1.12E-06,1.91E-06,8.232481502,3.067733391,3.067733391
329,1,Aug_19,Albuquerque,0.002647409,0.002644989,2.42E-06,4.11E-06,8.232481502,3.067733391,3.067733391
347,1,Aug_19,Albuquerque,-0.001455362,-0.001456463,1.10E-06,1.87E-06,8.232481502,3.067733391,3.067733391
365,1,Aug_19,Albuquerque,-0.00038249,-0.000383864,1.37E-06,2.33E-06,8.232481502,3.067733391,3.067733391
383,1,Aug_19,Albuquerque,-0.008548051,-0.008548156,1.05E-07,1.78E-07,8.232481502,3.067733391,3.067733391
401,1,Aug_19,Albuquerque,-0.011432017,-0.011420842,-1.12E-05,-1.90E-05,8.232481502,3.067733391,3.067733391
419,1,Aug_19,Albuquerque,0.008741301,0.00873891,2.39E-06,4.06E-06,8.232481502,3.067733391,3.067733391
437,1,Aug_19,Albuquerque,-0.043627687,-0.075082048,0.031454362,0.05343683,8.232481502,3.067733391,3.067733391
455,1,Aug_19,Albuquerque,-0.038222102,-0.038221171,-9.32E-07,-1.58E-06,8.232481502,3.067733391,3.067733391
473,1,Aug_19,Albuquerque,-0.013480286,-0.013480184,-1.01E-07,-1.72E-07,8.232481502,3.067733391,3.067733391
491,1,Aug_19,Albuquerque,0.003647316,0.003639036,8.28E-06,1.41E-05,8.232481502,3.067733391,3.067733391
509,1,Aug_19,Albuquerque,0.014781446,0.014781832,-3.86E-07,-6.56E-07,8.232481502,3.067733391,3.067733391
527,1,Aug_19,Albuquerque,-0.003325162,-0.003326645,1.48E-06,2.52E-06,8.232481502,3.067733391,3.067733391
545,1,Aug_19,Albuquerque,-0.144993284,-0.146781893,0.001788609,0.003038611,8.232481502,3.067733391,3.067733391
563,1,Aug_19,Albuquerque,-0.012960833,-0.01295871,-2.12E-06,-3.61E-06,8.232481502,3.067733391,3.067733391
581,1,Aug_19,Albuquerque,-0.064028523,-0.064090177,6.17E-05,0.000104743,8.232481502,3.067733391,3.067733391
599,1,Aug_19,Albuquerque,-0.033988121,-0.033961184,-2.69E-05,-4.58E-05,8.232481502,3.067733391,3.067733391
617,1,Aug_19,Albuquerque,-0.006872708,-0.0068844,1.17E-05,1.99E-05,8.232481502,3.067733391,3.067733391
635,1,Aug_19,Albuquerque,-0.004374205,-0.004374469,2.64E-07,4.48E-07,8.232481502,3.067733391,3.067733391
653,1,Aug_19,Albuquerque,-0.006676594,-0.006675947,-6.47E-07,-1.10E-06,8.232481502,3.067733391,3.067733391
671,1,Aug_19,Albuquerque,0.001490041,0.001492686,-2.64E-06,-4.49E-06,8.232481502,3.067733391,3.067733391
689,1,Aug_19,Albuquerque,0.018607145,0.018607654,-5.09E-07,-8.65E-07,8.232481502,3.067733391,3.067733391
707,1,Aug_19,Albuquerque,0.019632805,0.019633153,-3.48E-07,-5.92E-07,8.232481502,3.067733391,3.067733391
725,1,Aug_19,Albuquerque,-0.005704507,-0.005703815,-6.93E-07,-1.18E-06,8.232481502,3.067733391,3.067733391
743,1,Aug_19,Albuquerque,-0.002145742,-0.002145101,-6.41E-07,-1.09E-06,8.232481502,3.067733391,3.067733391
761,1,Aug_19,Albuquerque,-0.002994,-0.002977323,-1.67E-05,-2.83E-05,8.232481502,3.067733391,3.067733391
779,1,Aug_19,Albuquerque,0.002285048,0.00228591,-8.62E-07,-1.46E-06,8.232481502,3.067733391,3.067733391
797,1,Aug_19,Albuquerque,-0.028379981,-0.028393135,1.32E-05,2.23E-05,8.232481502,3.067733391,3.067733391
815,1,Aug_19,Albuquerque,-0.006034073,-0.006035016,9.43E-07,1.60E-06,8.232481502,3.067733391,3.067733391
833,1,Aug_19,Albuquerque,-1.305736434,-1.326554456,0.020818021,0.035367084,8.232481502,3.067733391,3.067733391
851,1,Aug_19,Albuquerque,-1.423449852,-1.491993405,0.068543553,0.116446496,8.232481502,3.067733391,3.067733391
869,1,Aug_19,Albuquerque,-0.037895085,-0.035839219,-0.002055866,-0.003492647,8.232481502,3.067733391,3.067733391
887,1,Aug_19,Albuquerque,-0.007655628,-0.007656607,9.80E-07,1.66E-06,8.232481502,3.067733391,3.067733391
7,1,May_17,Albuquerque,0.039720655,0.039743954,-2.33E-05,-3.96E-05,5.428498766,0.931162366,0.931162366
25,1,May_17,Albuquerque,0.015542567,0.015531154,1.14E-05,1.94E-05,5.428498766,0.931162366,0.931162366
43,1,May_17,Albuquerque,-0.001301993,-0.001312753,1.08E-05,1.83E-05,5.428498766,0.931162366,0.931162366
61,1,May_17,Albuquerque,-0.001301993,-0.001312753,1.08E-05,1.83E-05,5.428498766,0.931162366,0.931162366
79,1,May_17,Albuquerque,0.115479038,0.115499578,-2.05E-05,-3.49E-05,5.428498766,0.931162366,0.931162366
97,1,May_17,Albuquerque,0.125525652,0.125550059,-2.44E-05,-4.15E-05,5.428498766,0.931162366,0.931162366
115,1,May_17,Albuquerque,0.097932434,0.097931177,1.26E-06,2.14E-06,5.428498766,0.931162366,0.931162366
133,1,May_17,Albuquerque,0.036958773,0.036982219,-2.34E-05,-3.98E-05,5.428498766,0.931162366,0.931162366
151,1,May_17,Albuquerque,0.058415866,0.05738548,0.001030385,0.001750489,5.428498766,0.931162366,0.931162366
169,1,May_17,Albuquerque,0.103834562,0.103853228,-1.87E-05,-3.17E-05,5.428498766,0.931162366,0.931162366
187,1,May_17,Albuquerque,0.134479649,0.134467909,1.17E-05,1.99E-05,5.428498766,0.931162366,0.931162366
205,1,May_17,Albuquerque,0.079528801,0.079522584,6.22E-06,1.06E-05,5.428498766,0.931162366,0.931162366
223,1,May_17,Albuquerque,0.034424486,0.03443502,-1.05E-05,-1.79E-05,5.428498766,0.931162366,0.931162366
241,1,May_17,Albuquerque,0.066824367,0.066834901,-1.05E-05,-1.79E-05,5.428498766,0.931162366,0.931162366
259,1,May_17,Albuquerque,0.055892735,0.055892262,4.73E-07,8.04E-07,5.428498766,0.931162366,0.931162366
277,1,May_17,Albuquerque,0.133706579,0.133735785,-2.92E-05,-4.96E-05,5.428498766,0.931162366,0.931162366
295,1,May_17,Albuquerque,0.101155521,0.101185344,-2.98E-05,-5.07E-05,5.428498766,0.931162366,0.931162366
313,1,May_17,Albuquerque,0.027510324,0.027509554,7.70E-07,1.31E-06,5.428498766,0.931162366,0.931162366
331,1,May_17,Albuquerque,0.108500891,0.108527102,-2.62E-05,-4.45E-05,5.428498766,0.931162366,0.931162366
349,1,May_17,Albuquerque,0.103820539,0.103851348,-3.08E-05,-5.23E-05,5.428498766,0.931162366,0.931162366
367,1,May_17,Albuquerque,0.119597319,0.119604217,-6.90E-06,-1.17E-05,5.428498766,0.931162366,0.931162366
385,1,May_17,Albuquerque,0.096193594,0.096208741,-1.51E-05,-2.57E-05,5.428498766,0.931162366,0.931162366
403,1,May_17,Albuquerque,0.09746624,0.097480159,-1.39E-05,-2.36E-05,5.428498766,0.931162366,0.931162366
421,1,May_17,Albuquerque,0.110521325,0.110547272,-2.59E-05,-4.41E-05,5.428498766,0.931162366,0.931162366
439,1,May_17,Albuquerque,0.018355751,0.018365913,-1.02E-05,-1.73E-05,5.428498766,0.931162366,0.931162366
457,1,May_17,Albuquerque,0.022945565,0.022954343,-8.78E-06,-1.49E-05,5.428498766,0.931162366,0.931162366
475,1,May_17,Albuquerque,0.072987215,0.07298209,5.12E-06,8.71E-06,5.428498766,0.931162366,0.931162366
493,1,May_17,Albuquerque,0.102016927,0.101998103,1.88E-05,3.20E-05,5.428498766,0.931162366,0.931162366
511,1,May_17,Albuquerque,0.096963866,0.096975914,-1.20E-05,-2.05E-05,5.428498766,0.931162366,0.931162366
529,1,May_17,Albuquerque,0.092790151,0.092801717,-1.16E-05,-1.96E-05,5.428498766,0.931162366,0.931162366
547,1,May_17,Albuquerque,0.078386249,0.078398802,-1.26E-05,-2.13E-05,5.428498766,0.931162366,0.931162366
565,1,May_17,Albuquerque,0.059009534,0.059015427,-5.89E-06,-1.00E-05,5.428498766,0.931162366,0.931162366
583,1,May_17,Albuquerque,0.057320119,0.057321449,-1.33E-06,-2.26E-06,5.428498766,0.931162366,0.931162366
601,1,May_17,Albuquerque,0.091608766,0.091623518,-1.48E-05,-2.51E-05,5.428498766,0.931162366,0.931162366
619,1,May_17,Albuquerque,0.060775818,0.060793896,-1.81E-05,-3.07E-05,5.428498766,0.931162366,0.931162366
637,1,May_17,Albuquerque,0.142858104,0.142876281,-1.82E-05,-3.09E-05,5.428498766,0.931162366,0.931162366
655,1,May_17,Albuquerque,0.112754564,0.112798938,-4.44E-05,-7.54E-05,5.428498766,0.931162366,0.931162366
673,1,May_17,Albuquerque,0.058290801,0.058278288,1.25E-05,2.13E-05,5.428498766,0.931162366,0.931162366
691,1,May_17,Albuquerque,0.149699237,0.14971841,-1.92E-05,-3.26E-05,5.428498766,0.931162366,0.931162366
709,1,May_17,Albuquerque,0.143416148,0.143442923,-2.68E-05,-4.55E-05,5.428498766,0.931162366,0.931162366
727,1,May_17,Albuquerque,0.041508178,0.041533685,-2.55E-05,-4.33E-05,5.428498766,0.931162366,0.931162366
745,1,May_17,Albuquerque,0.051052333,0.051077041,-2.47E-05,-4.20E-05,5.428498766,0.931162366,0.931162366
763,1,May_17,Albuquerque,0.0121729,0.012198122,-2.52E-05,-4.28E-05,5.428498766,0.931162366,0.931162366
781,1,May_17,Albuquerque,0.052262976,0.052269477,-6.50E-06,-1.10E-05,5.428498766,0.931162366,0.931162366
799,1,May_17,Albuquerque,0.028528227,0.028552687,-2.45E-05,-4.16E-05,5.428498766,0.931162366,0.931162366
817,1,May_17,Albuquerque,0.077929081,0.077942945,-1.39E-05,-2.36E-05,5.428498766,0.931162366,0.931162366
835,1,May_17,Albuquerque,0.038733061,0.038754661,-2.16E-05,-3.67E-05,5.428498766,0.931162366,0.931162366
853,1,May_17,Albuquerque,0.063675993,0.063694814,-1.88E-05,-3.20E-05,5.428498766,0.931162366,0.931162366
871,1,May_17,Albuquerque,0.14115351,0.138835726,0.002317784,0.00393761,5.428498766,0.931162366,0.931162366
889,1,May_17,Albuquerque,0.084987922,0.08500293,-1.50E-05,-2.55E-05,5.428498766,0.931162366,0.931162366
9,1,May_18,Albuquerque,0.045080183,0.0451206,-4.04E-05,-6.87E-05,4.808927388,0.746772252,0.746772252
27,1,May_18,Albuquerque,0.024871011,0.024870256,7.55E-07,1.28E-06,4.808927388,0.746772252,0.746772252
45,1,May_18,Albuquerque,-6.62E-05,-7.84E-05,1.22E-05,2.07E-05,4.808927388,0.746772252,0.746772252
63,1,May_18,Albuquerque,-6.62E-05,-7.84E-05,1.22E-05,2.07E-05,4.808927388,0.746772252,0.746772252
81,1,May_18,Albuquerque,0.165430556,0.16545535,-2.48E-05,-4.21E-05,4.808927388,0.746772252,0.746772252
99,1,May_18,Albuquerque,0.152831906,0.152827024,4.88E-06,8.29E-06,4.808927388,0.746772252,0.746772252
117,1,May_18,Albuquerque,0.123223797,0.123212216,1.16E-05,1.97E-05,4.808927388,0.746772252,0.746772252
135,1,May_18,Albuquerque,0.04381979,0.043837181,-1.74E-05,-2.95E-05,4.808927388,0.746772252,0.746772252
153,1,May_18,Albuquerque,0.070106669,0.069882918,0.000223751,0.000380124,4.808927388,0.746772252,0.746772252
171,1,May_18,Albuquerque,0.133382188,0.133382757,-5.69E-07,-9.66E-07,4.808927388,0.746772252,0.746772252
189,1,May_18,Albuquerque,0.159576,0.159577866,-1.87E-06,-3.17E-06,4.808927388,0.746772252,0.746772252
207,1,May_18,Albuquerque,0.103830571,0.103828754,1.82E-06,3.09E-06,4.808927388,0.746772252,0.746772252
225,1,May_18,Albuquerque,0.037721423,0.037739105,-1.77E-05,-3.00E-05,4.808927388,0.746772252,0.746772252
243,1,May_18,Albuquerque,0.089474012,0.089496979,-2.30E-05,-3.90E-05,4.808927388,0.746772252,0.746772252
261,1,May_18,Albuquerque,0.067436983,0.067437408,-4.25E-07,-7.22E-07,4.808927388,0.746772252,0.746772252
279,1,May_18,Albuquerque,0.153298677,0.153295611,3.07E-06,5.21E-06,4.808927388,0.746772252,0.746772252
297,1,May_18,Albuquerque,0.125281389,0.125284467,-3.08E-06,-5.23E-06,4.808927388,0.746772252,0.746772252
315,1,May_18,Albuquerque,0.027120096,0.027122924,-2.83E-06,-4.80E-06,4.808927388,0.746772252,0.746772252
333,1,May_18,Albuquerque,0.126775654,0.126773404,2.25E-06,3.82E-06,4.808927388,0.746772252,0.746772252
351,1,May_18,Albuquerque,0.125652139,0.125656341,-4.20E-06,-7.14E-06,4.808927388,0.746772252,0.746772252
369,1,May_18,Albuquerque,0.14045648,0.140442565,1.39E-05,2.36E-05,4.808927388,0.746772252,0.746772252
387,1,May_18,Albuquerque,0.114984264,0.114977333,6.93E-06,1.18E-05,4.808927388,0.746772252,0.746772252
405,1,May_18,Albuquerque,0.132421467,0.132444167,-2.27E-05,-3.86E-05,4.808927388,0.746772252,0.746772252
423,1,May_18,Albuquerque,0.136816846,0.136858753,-4.19E-05,-7.12E-05,4.808927388,0.746772252,0.746772252
