,ID.medlyn,file.medlyn,variable.medlyn,model.medlyn,deviance_SS.medlyn,numIter.medlyn,BIC.medlyn,k25.medlyn,Ea.medlyn,delS.medlyn,Hd.medlyn,minT.medlyn,maxT.medlyn,ID.new,file.new,variable.new,model.new,deviance_SS.new,numIter.new,BIC.new,k25.new,Ea.new,delS.new,Hd.new,minT.new,maxT.new
76,Elymus canadensis_r1_35,nick_smith.csv,Jmax,Medlyn,116.414328,27,43.77843665,20.85215343,13.63981058,0.549466833,177.7108229,14,50,Elymus canadensis_r1_35,nick_smith.csv,Jmax,New,109.3108844,24,43.40067877,20.79157677,13.63981058,0.511064554,164.8288694,14,50
44,Betula alleghaniensis_r3_35,nick_smith.csv,Jmax,Medlyn,194.863837,33,40.55089055,66.66855048,22.99331208,0.761198664,246.5534755,23,50,Betula alleghaniensis_r3_35,nick_smith.csv,Jmax,New,158.2588155,30,39.51054416,65.54162135,22.99331208,0.668172294,216.1129689,23,50
