"","ID","file","variable","model","deviance_SS","numIter","BIC","k25","Ea","delS","Hd","minT","maxT","AIC"
"408","January_8_Elevated_wet","wtc1_Aci_processed.csv","Jmax","Medlyn",154.986640473486,35,45.495536465494,66.8552156817741,50.9204576034368,0.92853080111941,287.641181617015,25.159357143,35.871633333,46.5367391193537
"409","Juglans_regia_summer","DreyerSevenSpp_final.csv","Vcmax","Medlyn",4605.84394204946,31,180.523181192045,60.7529771820656,82.0768388911163,15.9703485428687,5000,18.0245454545455,40.0127272727273,175.544519824275
"410","Juglans_regia_summer","DreyerSevenSpp_final.csv","Jmax","Medlyn",7599.34095602242,50,190.537893348907,102.052145300953,49.9969625323455,15.9664971013277,5000,18.0245454545455,40.0127272727273,185.559231981137
"411","Lagerstroemia speciosa","SlotWinterPCE_RawData_DiffusionCorrected.csv","Vcmax","Medlyn",14822.2265267155,22,407.612709046705,71.4333497014329,73.0154137050507,15.9303768283389,4999.99901914444,27.9107692307692,40.4358333333333,398.579396597853
"412","Lagerstroemia speciosa","SlotWinterPCE_RawData_DiffusionCorrected.csv","Jmax","Medlyn",20714.6147976634,25,422.674732552831,101.571050678319,47.9488308392012,9.96295049807582,3123.64960919741,27.9107692307692,40.4358333333333,413.641420103979
"413","Landes_AugSept","Medlyn_etal_all.csv","Vcmax","Medlyn",6274.86543391937,3,138.399065428862,35.4681757142978,61.1566982978919,6.05529522718473,57.9979762850813,15.8571428571429,35.1142857142857,135.203778780786
"414","Landes_AugSept","Medlyn_etal_all.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,15.8571428571429,35.1142857142857,NA
"415","Landes_Jan","Medlyn_etal_all.csv","Vcmax","Medlyn",27819.300972582,128,149.408116402406,92.6120307989008,136.902027099995,0.398556898426854,116.701720124841,16.1285714285714,36.1285714285714,146.583369615098
"416","Landes_Jan","Medlyn_etal_all.csv","Jmax","Medlyn",3680.44501616818,31,123.113063381687,90.431934991419,54.3301772564664,0.300091323147404,92.5194015768367,16.1285714285714,36.1285714285714,120.28831659438
"417","Landes_Jul","Medlyn_etal_all.csv","Vcmax","Medlyn",312.461033370869,2,42.9117841729887,52.0727704810516,18.3205567184269,0.65,0,21.5714285714286,31.5857142857143,44.8645946108182
"418","Landes_Jul","Medlyn_etal_all.csv","Jmax","Medlyn",422.736829308729,52,44.4231344945186,106.37421912519,68.1992964009647,0.876670451484645,267.311917234571,21.5714285714286,31.5857142857143,46.3759449323481
"419","Landes_Jun","Medlyn_etal_all.csv","Vcmax","Medlyn",1519.08413093724,33,111.60902453204,76.9186503773988,119.874103184759,0.463608908890782,138.604628407865,16.9714285714286,35.5857142857143,108.784277744732
"420","Landes_Jun","Medlyn_etal_all.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,16.9714285714286,35.5857142857143,NA
"421","Landes_Mar","Medlyn_etal_all.csv","Vcmax","Medlyn",38567.5562828229,3,122.467512111303,56.2016270661263,62.8931729721724,6.13251976112296,81.9989118940008,17.1857142857143,36.35,120.954586646333
"422","Landes_Mar","Medlyn_etal_all.csv","Jmax","Medlyn",8705.66599039825,24,107.583138758393,93.6040009448099,31.9046288418349,5.92375863588497,21.9979501142446,17.1857142857143,36.35,106.070213293423
"423","Landes_Nov","Medlyn_etal_all.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,12.2714285714286,35.9125,NA
"424","Landes_Nov","Medlyn_etal_all.csv","Jmax","Medlyn",1078.92934654679,1,100.464872039836,88.3665406901821,24.3131083399469,0.65,248,12.2714285714286,35.9125,98.0403387908964
"425","Landes_Oct","Medlyn_etal_all.csv","Vcmax","Medlyn",4903.2088812632,336,134.945794972049,51.3084349576697,106.815913955747,0.638753695934111,194.877211469275,16.1142857142857,37.2375,131.750508323973
"426","Landes_Oct","Medlyn_etal_all.csv","Jmax","Medlyn",782.461385688968,78,109.252986996874,54.6761386815662,51.359292739512,0.330287118171946,101.024508802397,16.1142857142857,37.2375,106.057700348798
"427","Micropholis guyanensis ssp duckeana_wet","AmazonACIdata_f.csv","Vcmax","Medlyn",409.955747106367,93,44.2696314319775,56.3531932226132,150.978194475836,0.39279061780978,114.471282885588,25.1457142857143,36.9271428571429,46.222441869807
"428","Micropholis guyanensis ssp duckeana_wet","AmazonACIdata_f.csv","Jmax","Medlyn",839.690397120172,33,47.8545515772468,83.6858958730298,90.1801327058141,0.365736752052397,110.879703693443,25.1457142857143,36.9271428571429,49.8073620150763
"429","Oryza sativa_r1_30","nick_smith.csv","Vcmax","Medlyn",257.151320254085,66,48.5334911675474,23.8777870626352,64.3971707891202,0.298726478884202,94.8438691823034,14,50,49.5746938214072
"430","Oryza sativa_r1_30","nick_smith.csv","Jmax","Medlyn",280.123415170412,49,49.0468845763787,40.9734487467231,29.4875573869104,0.303134123866575,96.903925455721,14,50,50.0880872302385
"431","Oryza sativa_r1_35","nick_smith.csv","Vcmax","Medlyn",22.7553375270031,36,29.8133840042985,67.0770779136282,69.2276324877538,0.588567643730606,189.211838430642,14,50,31.766194442128
"432","Oryza sativa_r1_35","nick_smith.csv","Jmax","Medlyn",7.75033016388907,48,24.4280625532965,115.620562347829,57.3633444513471,0.259629956763678,80.0903956263664,14,50,26.380872991126
"433","Oryza sativa_r2_15","nick_smith.csv","Vcmax","Medlyn",742.085698278725,24,54.8922913262123,59.1345422962203,7.91659607430075,3.16193473984961e-08,1.67354606220688,14,50,55.933493980072
"434","Oryza sativa_r2_15","nick_smith.csv","Jmax","Medlyn",8361.88822700633,34,69.4241401995259,146.406186037426,0,0.89616641470755,41.6933414208755,14,50,70.4653428533856
"435","Oryza sativa_r2_25","nick_smith.csv","Vcmax","Medlyn",694.416805702174,37,54.493937118108,52.2673087545711,111.440715631709,0.419626033480479,129.32488411755,14,50,55.5351397719677
"436","Oryza sativa_r2_25","nick_smith.csv","Jmax","Medlyn",811.794121889825,46,55.4309835104871,87.6241994853346,55.3706600777663,0.196089841330483,58.7115556248992,14,50,56.4721861643469
"437","Oryza sativa_r2_30","nick_smith.csv","Vcmax","Medlyn",59.7420846197001,24,39.7757231715396,37.5504979496915,92.319282687911,0.366220499269602,113.84100786833,14,50,40.8169258253994
"438","Oryza sativa_r2_30","nick_smith.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"439","Oryza sativa_r3_20","nick_smith.csv","Vcmax","Medlyn",143.41173632996,13,39.0179841726552,8.63232050006817,180.23880386856,5.5410891244877,120.158452272429,14,50,40.9707946104847
"440","Oryza sativa_r3_20","nick_smith.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"441","Oryza sativa_r3_25","nick_smith.csv","Vcmax","Medlyn",30.0089676261262,397,31.1968666213722,32.4030684798284,53.267233281377,0.505380891837256,167.568885167048,14,50,33.1496770592017
"442","Oryza sativa_r3_25","nick_smith.csv","Jmax","Medlyn",164.190163105578,31,39.6945117681405,72.6282922425035,27.2395336691997,0.130833655062929,40.4869629359628,14,50,41.64732220597
"443","Oryza sativa_r3_35","nick_smith.csv","Vcmax","Medlyn",747.755048297718,35,54.9379556220571,39.4998124684225,99.4968707452156,0.423240257613229,131.937369485484,14,50,55.9791582759168
"444","Oryza sativa_r3_35","nick_smith.csv","Jmax","Medlyn",716.121557711538,26,54.6786024845735,68.5712151725957,44.9964609957577,0.312717780467126,98.6164256013309,14,50,55.7198051384333
"445","Oryza sativa_r4_15","nick_smith.csv","Vcmax","Medlyn",8.89331679257386,13,25.1158856944072,6.61379088346884,28.3001690408922,0.36710827939245,18.8667521920085,14,41,27.0686961322367
"446","Oryza sativa_r4_15","nick_smith.csv","Jmax","Medlyn",26.7571623295101,9,30.6233962727422,16.3168793857511,0,0.786013982766222,32.1009708069007,14,41,32.5762067105717
"447","Oryza sativa_r4_20","nick_smith.csv","Vcmax","Medlyn",29.8429560028122,16,35.6111959223423,4.96860241331052,142.455939058817,4.69999706944386,82.267372915715,14,50,36.652398576202
"448","Oryza sativa_r4_20","nick_smith.csv","Jmax","Medlyn",117.35921046491,11,43.8269393673209,17.9398759179102,19.7675675960832,0.470282333298989,13.1782538214204,14,50,44.8681420211807
"449","PEFR5","Arctic_A-Ci_curves_2012-2015_test_file.csv","Vcmax","Medlyn",6152.83395831034,50,501.102197080804,94.3413273419512,69.7819057418239,0.833075658084386,252.150465238485,5.10459300457143,24.8603467916667,490.230260731326
"450","PEFR5","Arctic_A-Ci_curves_2012-2015_test_file.csv","Jmax","Medlyn",45772.6178258005,5,631.542459393781,117.452300039599,57.9176501977004,3.33849084067581,994.331738199184,5.10459300457143,24.8603467916667,620.670523044303
"451","Peltogine excelsa_wet","AmazonACIdata_f.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,26.8655555555556,38.0866666666667,NA
"452","Peltogine excelsa_wet","AmazonACIdata_f.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,26.8655555555556,38.0866666666667,NA
"453","Picea mariana","Picea_mariana_way_etal.csv","Vcmax","Medlyn",3454.19956194315,110,354.599286451703,20.8792012670264,63.9784082794482,0.230521428085653,71.1270462864908,9.62444444444444,42.7322222222222,345.348548443153
"454","Picea mariana","Picea_mariana_way_etal.csv","Jmax","Medlyn",2339.76587629233,37,336.290911921958,30.9213890547553,29.1342601644275,0.42878340974275,134.02833434324,9.62444444444444,42.7322222222222,327.040173913408
"455","Picea mariana ","SPRUCE_3_cohort_ACi_data.csv","Vcmax","Medlyn",323116.26535111,17,2885.94085891364,41.319926963919,108.370036997089,0.277968047650236,74.5204002661934,1,50,2867.59145429874
"456","Picea mariana ","SPRUCE_3_cohort_ACi_data.csv","Jmax","Medlyn",747027.97139453,14,3128.98707964135,85.0324395597124,19.8741297595396,0.290099058484038,91.195912964111,1,50,3110.63767502645
"457","Picea_abies_LT","Pieca_abies_tarvainen_etal.csv","Vcmax","Medlyn",2968.58784500587,87,297.953933802358,62.305478768389,48.3057704214543,0.66948616891695,209.954408546189,11.565,37.6572727272727,289.63612557171
"458","Picea_abies_LT","Pieca_abies_tarvainen_etal.csv","Jmax","Medlyn",26488.0057721808,40,383.309554210168,144.773566856898,25.2198863104663,0.785563009573401,243.337038240547,11.565,37.6572727272727,374.99174597952
"459","pinba_A","B4Warmed_Aci_temp_curves_clean.csv","Vcmax","Medlyn",2163.52087529976,43,101.30369038693,77.0318880162201,57.2225724460262,16.3797410809232,5000,17.4644444444444,31.9444444444444,99.314214022938
"460","pinba_A","B4Warmed_Aci_temp_curves_clean.csv","Jmax","Medlyn",4255.80499143154,43,108.745707406895,113.526710615692,29.8010059344309,0.339336419655058,104.986749566093,17.4644444444444,31.9444444444444,106.756231042903
"461","pinba_W","B4Warmed_Aci_temp_curves_clean.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,17.8422222222222,31.9814285714286,NA
"462","pinba_W","B4Warmed_Aci_temp_curves_clean.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,17.8422222222222,31.9814285714286,NA
"463","pinst_A","B4Warmed_Aci_temp_curves_clean.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,17.9277777777778,32.0477777777778,NA
"464","pinst_A","B4Warmed_Aci_temp_curves_clean.csv","Jmax","Medlyn",15344.6090073463,22,230.518224832384,72.2407330483109,27.3676045410896,10.1582125064186,3107.49788190399,17.9277777777778,32.0477777777778,224.840753752738
"465","pinst_W","B4Warmed_Aci_temp_curves_clean.csv","Vcmax","Medlyn",11881.3628915839,68,249.315660432303,46.4470426165223,72.8530029563298,16.3768583983117,5000,17.8255555555556,32.0522222222222,243.025177742195
"466","pinst_W","B4Warmed_Aci_temp_curves_clean.csv","Jmax","Medlyn",8974.26362174325,44,242.019796647309,70.8265975140645,37.9361561542016,16.3743461728145,5000,17.8255555555556,32.0522222222222,235.729313957202
"467","Pinus densiflora","Pinus_densiflora_han_etal.csv","Vcmax","Medlyn",648.464188770358,35,81.6119130051006,65.0820369113124,134.766672807592,0.425794462866053,123.612690365301,11.96625,29.6055555555556,80.0989875401304
"468","Pinus densiflora","Pinus_densiflora_han_etal.csv","Jmax","Medlyn",8124.27950138108,138,106.891968464251,111.981439523354,62.4793315427435,0.357015994556216,106.125307827614,11.96625,29.6055555555556,105.379042999281
"469","Pinus nigra_r1_15","nick_smith.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"470","Pinus nigra_r1_15","nick_smith.csv","Jmax","Medlyn",53.2103982999855,21,34.060654502122,28.6435868328969,0,0.877403514999361,278.052614540843,14,50,36.0134649399515
"471","Pinus nigra_r1_20","nick_smith.csv","Vcmax","Medlyn",89.3596609966816,32,42.1915190956656,20.0169432731627,14.6844824471916,0.638029421717615,205.540012149794,14,50,43.2327217495253
"472","Pinus nigra_r1_20","nick_smith.csv","Jmax","Medlyn",134.634629130924,29,44.6508908802077,30.4277106870295,0,1.05166939233349,339.497883098892,14,50,45.6920935340674
"473","Pinus nigra_r1_25","nick_smith.csv","Vcmax","Medlyn",25.044825264641,47,34.5595063088033,43.5419978354319,42.6665082712377,0.392433959120403,124.606523089394,14,50,35.6007089626631
"474","Pinus nigra_r1_25","nick_smith.csv","Jmax","Medlyn",1090.44277655768,7,57.2015375878167,71.3299419073924,2.9508668226881,0.694348750934028,226.007751641265,14,50,58.2427402416765
"475","Pinus nigra_r1_30","nick_smith.csv","Vcmax","Medlyn",26.8177785236325,72,34.9698932011872,9.89149488867444,50.0849566779268,0.319749238666453,100.30047956901,14,50,36.011095855047
"476","Pinus nigra_r1_30","nick_smith.csv","Jmax","Medlyn",73.2887557698194,36,41.0019461111483,16.6386278401268,6.09311111393046,0.835860201554135,270.319654006223,14,50,42.043148765008
"477","Pinus nigra_r1_35","nick_smith.csv","Vcmax","Medlyn",576.975534620626,57,53.3823021168582,21.5272226955724,49.0750119714242,0.669609432067646,212.7717158625,14,50,54.423504770718
"478","Pinus nigra_r1_35","nick_smith.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"479","Pinus nigra_r2_15","nick_smith.csv","Vcmax","Medlyn",921.169178035675,21,56.189365182587,45.64599732402,3.66295025017792,0.883483349753333,285.46147796714,14,50,57.2305678364467
"480","Pinus nigra_r2_15","nick_smith.csv","Jmax","Medlyn",1141.4862118327,16,57.4760212506683,72.6568550849807,0,0.676075616272518,217.722753155327,14,50,58.517223904528
"481","Pinus nigra_r2_20","nick_smith.csv","Vcmax","Medlyn",274.015066910922,37,48.9146014908414,54.0921489454913,23.3628760686381,0.573403643587006,184.123166134296,14,50,49.9558041447012
"482","Pinus nigra_r2_20","nick_smith.csv","Jmax","Medlyn",1072.71584878742,28,57.1031962582074,74.861239865168,0,1.02705100704856,333.969051823741,14,50,58.1443989120671
"483","Pinus nigra_r2_25","nick_smith.csv","Vcmax","Medlyn",173.281655023748,45,46.1650129353869,59.4035355481553,41.2519146573739,0.3103724054312,98.1007419929674,14,50,47.2062155892466
"484","Pinus nigra_r2_25","nick_smith.csv","Jmax","Medlyn",1753.70432621555,13,60.0524164547058,88.2857293732365,0.461673824209775,0.536476562554562,176.373599699752,14,50,61.0936191085655
"485","Pinus nigra_r2_30","nick_smith.csv","Vcmax","Medlyn",43.9051307283759,54,37.9276900472424,28.1745294721963,31.354213952171,0.519318630571705,166.332492869502,14,50,38.9688927011021
"486","Pinus nigra_r2_30","nick_smith.csv","Jmax","Medlyn",181.379464448297,23,46.4390508814169,38.9320254103727,10.2793543993676,0.557595577796055,180.779916121756,14,50,47.4802535352766
"487","Pinus nigra_r2_35","nick_smith.csv","Vcmax","Medlyn",276.060593253112,119,48.9592252235905,14.5665566729323,67.6449229084815,0.400613265105339,125.592881469869,14,50,50.0004278774502
"488","Pinus nigra_r2_35","nick_smith.csv","Jmax","Medlyn",40.0404730988516,35,37.3748475494251,30.0673029477456,0,0.716367151701583,231.912598760076,14,50,38.4160502032848
"489","Pinus nigra_r3_15","nick_smith.csv","Vcmax","Medlyn",19.3878849382063,21,33.0233932288737,11.2050092248769,35.9999564495781,0.604973713348107,192.336583390717,14,50,34.0645958827334
"490","Pinus nigra_r3_15","nick_smith.csv","Jmax","Medlyn",47.9976233526026,40,38.4624119063957,18.5568307452814,0,0.474426683792903,153.334879763436,14,50,39.5036145602554
"491","Pinus nigra_r3_20","nick_smith.csv","Vcmax","Medlyn",413.834904997576,2,51.3883056137815,28.2948024759331,6.06860472098267,0.727540726337905,237.569043450656,14,50,52.4295082676413
"492","Pinus nigra_r3_20","nick_smith.csv","Jmax","Medlyn",132.028121109888,19,44.5335925608767,49.3390235646896,0,0.653442935453684,210.211702213437,14,50,45.5747952147364
"493","Pinus nigra_r3_25","nick_smith.csv","Vcmax","Medlyn",172.122250135158,49,46.1247328149002,69.4704886246033,36.0339063672382,0.547296885566295,175.063928232019,14,50,47.1659354687599
"494","Pinus nigra_r3_25","nick_smith.csv","Jmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"495","Pinus nigra_r3_30","nick_smith.csv","Vcmax","Medlyn",200.656443724868,9,47.0450681919298,38.0219778040917,15.592973837532,0.995300047915595,320.514985267069,14,50,48.0862708457895
"496","Pinus nigra_r3_30","nick_smith.csv","Jmax","Medlyn",918.074946935316,32,56.1691771022065,64.521301505011,0,0.650904704848648,209.471005768214,14,50,57.2103797560662
"497","Pinus nigra_r3_35","nick_smith.csv","Vcmax","Medlyn",184.665085036574,41,40.2821044983397,33.0053448773844,83.6623256177948,0.239099566213252,69.9599390345907,14,50,42.2349149361692
"498","Pinus nigra_r3_35","nick_smith.csv","Jmax","Medlyn",3201.97552058826,1,54.5470015744938,58.7266089783249,6.19265216761973,0.65,265,14,50,56.4998120123233
"499","Pinus pinaster_r1_15","nick_smith.csv","Vcmax","Medlyn",11.5168829047671,31,29.8983871540518,9.49858477456402,13.4391160110765,0.88211048305247,284.656407632423,14,50,30.9395898079116
"500","Pinus pinaster_r1_15","nick_smith.csv","Jmax","Medlyn",53.3420394558292,46,39.0958514474701,15.7744614752982,0,0.847505035360286,273.009244057374,14,50,40.1370541013298
"501","Pinus pinaster_r1_20","nick_smith.csv","Vcmax","Medlyn",3.55987347124237,105,22.8538529439068,9.74809267870216,32.1033978934212,0.600772177077996,192.129739513731,14,50,23.8950555977665
"502","Pinus pinaster_r1_20","nick_smith.csv","Jmax","Medlyn",107.833011335808,10,43.3190059644382,15.8996899850937,0,0.467022125829251,2.09355156256105,14,50,44.3602086182979
"503","Pinus pinaster_r1_25","nick_smith.csv","Vcmax","Medlyn",190.260223220691,25,46.7258593153353,16.571301983311,0,0.49329708331199,157.197895397473,14,50,47.767061969195
"504","Pinus pinaster_r1_25","nick_smith.csv","Jmax","Medlyn",177.697275640844,17,46.3159913521205,25.7446835876859,0,0.44723208506125,140.921321420456,14,50,47.3571940059802
"505","Pinus pinaster_r1_30","nick_smith.csv","Vcmax","Medlyn",9.24501564104853,187,28.580010269286,15.4774552353202,33.2848130839764,0.424129919759003,135.589119587144,14,50,29.6212129231457
"506","Pinus pinaster_r1_30","nick_smith.csv","Jmax","Medlyn",40.7707885852264,42,37.4832980828419,21.2358317626432,14.4387728018025,0.489578330136702,158.604420664778,14,50,38.5245007367016
"507","Pinus pinaster_r1_35","nick_smith.csv","Vcmax","Medlyn",926.80124866377,67,56.2259377682821,42.9257616226245,52.4461100278161,0.399123028369572,125.83071169745,14,50,57.2671404221418
"508","Pinus pinaster_r1_35","nick_smith.csv","Jmax","Medlyn",1149.42785084906,33,57.517620388539,62.9095511666813,22.9488730491237,0.481324627453015,154.493829327218,14,50,58.5588230423988
"509","Pinus pinaster_r2_15","nick_smith.csv","Vcmax","Medlyn",1082.02298866576,46,57.1550291630504,32.6430027033709,26.7504675297959,0.630054726953537,199.322798027558,14,50,58.1962318169101
"510","Pinus pinaster_r2_15","nick_smith.csv","Jmax","Medlyn",915.86088612557,31,56.1546898218196,42.1732685904957,1.06509677647034,0.819861880403376,265.189378095846,14,50,57.1958924756794
"511","Pinus pinaster_r2_20","nick_smith.csv","Vcmax","Medlyn",633.654722669011,398,53.9445281569453,24.3667542336666,2.74316598856167,0,0.982854767070912,14,50,54.985730810805
"512","Pinus pinaster_r2_20","nick_smith.csv","Jmax","Medlyn",582.048087992787,13,53.4348213476399,35.6925779112861,0,2.0132523978727,4.27527313937787,14,50,54.4760240014996
"513","Pinus pinaster_r2_25","nick_smith.csv","Vcmax","Medlyn",84.8358883703265,11,41.8798149203271,38.5332323370092,41.373814418748,0.23431080454127,73.2005948257374,14,50,42.9210175741868
"514","Pinus pinaster_r2_25","nick_smith.csv","Jmax","Medlyn",299.621338803856,382,49.45061976974,55.4050892538958,5.72865115919914,0.392094121452734,129.344089427747,14,50,50.4918224235997
"515","Pinus pinaster_r2_30","nick_smith.csv","Vcmax","Medlyn",81.6977929159724,45,41.6536648512801,27.1624365065364,40.4488338393281,0.364458556859122,115.566959443769,14,50,42.6948675051398
"516","Pinus pinaster_r2_30","nick_smith.csv","Jmax","Medlyn",146.83966484476,53,45.1715505862727,35.0684714919371,22.5980566211025,0.323512430604696,104.120034693914,14,50,46.2127532401324
"517","Pinus pinaster_r2_35","nick_smith.csv","Vcmax","Medlyn",1681.11809777996,44,59.7987892417501,69.7261272998879,52.6982262560839,0.501860533735732,158.705324321785,14,50,60.8399918956098
"518","Pinus pinaster_r2_35","nick_smith.csv","Jmax","Medlyn",334.719864088031,35,50.115266661566,90.5643531945073,30.2229425144606,0.383085892944398,122.647874379611,14,50,51.1564693154258
"519","Pinus pinaster_r3_15","nick_smith.csv","Vcmax","Medlyn",137.303022618014,1,44.7686448926047,20.3495287015074,1.26717123207529,0.65,257,14,50,45.8098475464645
"520","Pinus pinaster_r3_15","nick_smith.csv","Jmax","Medlyn",327.572860865135,9,49.9857659667597,38.0754063936034,0,0.362980907637657,3.5207114573495,14,50,51.0269686206194
"521","Pinus pinaster_r3_20","nick_smith.csv","Vcmax","Medlyn",2.4618526095728,37,20.6409878882324,16.2491866114023,27.9171707581415,0.402611529070857,129.087260295231,14,50,21.6821905420921
"522","Pinus pinaster_r3_20","nick_smith.csv","Jmax","Medlyn",204.475661197899,12,47.1581966427441,31.5896310696369,0,1.34896731849534,436.743474913604,14,50,48.1993992966038
"523","Pinus pinaster_r3_25","nick_smith.csv","Vcmax","Medlyn",51.8502302038613,53,38.9256591760489,30.1876460775035,45.5319274941102,0.316414548225869,99.6113346462625,14,50,39.9668618299086
"524","Pinus pinaster_r3_25","nick_smith.csv","Jmax","Medlyn",377.619658294433,21,50.8388278936919,50.7170570978493,2.4025330333544,0.769719482804809,251.366042642877,14,50,51.8800305475516
"525","Pinus pinaster_r3_30","nick_smith.csv","Vcmax","Medlyn",108.844688465733,73,43.3750348672252,35.3626026883521,53.9963777297683,0.297080215922109,92.7669533255348,14,50,44.4162375210849
"526","Pinus pinaster_r3_30","nick_smith.csv","Jmax","Medlyn",244.119503638254,56,48.2214501756565,55.3415112204993,20.2444271112072,0.404349421263426,130.446092553249,14,50,49.2626528295162
"527","Pinus pinaster_r4_35","nick_smith.csv","Vcmax","Medlyn",261.125337430203,78,48.6255060017863,33.7168822303241,53.3872361642763,0.42516713234974,134.398443924612,14,50,49.666708655646
"528","Pinus pinaster_r4_35","nick_smith.csv","Jmax","Medlyn",276.42358831016,48,48.9671095059948,47.7497299210396,29.1196665626262,0.396592344378153,127.038828569784,14,50,50.0083121598546
"529","Pinus pinaster_r5_35","nick_smith.csv","Vcmax","Medlyn",816.042672280495,53,55.4623028175772,42.1099520641493,43.5441907350936,0.52223419044408,165.482324122931,14,50,56.5035054714369
"530","Pinus pinaster_r5_35","nick_smith.csv","Jmax","Medlyn",177.496235944959,51,46.3091993457084,43.4208751478552,29.4677739503814,0.421671868492751,134.999667762143,14,50,47.3504019995681
"531","Pinus pinea_r1_15","nick_smith.csv","Vcmax","Medlyn",NA,NA,NA,NA,NA,NA,NA,14,50,NA
"532","Pinus pinea_r1_15","nick_smith.csv","Jmax","Medlyn",40.6151583898096,2,37.4603510669161,15.9003092229642,0,0.729286908466212,237.938318584545,14,50,38.5015537207758
"533","Pinus pinea_r1_20","nick_smith.csv","Vcmax","Medlyn",137.753260929011,34,44.7882876525803,31.3783338673699,17.9819549884109,0.4985411320907,160.569520944205,14,50,45.82949030644
"534","Pinus pinea_r1_20","nick_smith.csv","Jmax","Medlyn",469.503472900419,36,52.1455571030678,55.2683783404685,0,0.70488062787479,229.057996079616,14,50,53.1867597569275
"535","Pinus pinea_r1_25","nick_smith.csv","Vcmax","Medlyn",16.5259358491465,79,32.0650890279745,30.832785476446,54.5142877899367,0.33511283212422,105.117697756851,14,50,33.1062916818342
"536","Pinus pinea_r1_25","nick_smith.csv","Jmax","Medlyn",328.256475119715,19,49.9982743642587,53.7277601475947,7.71783246641025,0.415561699938648,136.19455441956,14,50,51.0394770181185
"537","Pinus pinea_r1_30","nick_smith.csv","Vcmax","Medlyn",4.61397768310962,22,24.4100448670035,13.3913010564416,47.85027801253,0.412375771080809,130.821168385568,14,50,25.4512475208632
"538","Pinus pinea_r1_30","nick_smith.csv","Jmax","Medlyn",46.8856767414455,42,38.3217763022619,20.4118114464396,14.3661474920655,0.486600568415539,157.552020330715,14,50,39.3629789561217
"539","Pinus pinea_r1_35","nick_smith.csv","Vcmax","Medlyn",150.916461498898,14,45.3358616209317,46.7075889360161,53.9205611892103,0.398496762283503,125.834832270018,14,50,46.3770642747914
"540","Pinus pinea_r1_35","nick_smith.csv","Jmax","Medlyn",403.743043161987,55,51.2401747922072,65.9490833755749,37.5944013947883,0.368970327791781,117.385005347309,14,50,52.281377446067
"541","Pinus pinea_r2_15","nick_smith.csv","Vcmax","Medlyn",722.537659034468,57,54.7321201803839,31.0267665407291,31.5687391090666,0.595434697500087,188.014150182081,14,50,55.7733228342436
"542","Pinus pinea_r2_15","nick_smith.csv","Jmax","Medlyn",282.812163128805,41,49.1042005857086,38.2720694671561,6.06815424137174,0.925642634210312,299.335762833644,14,50,50.1454032395684
"543","Pinus pinea_r2_20","nick_smith.csv","Vcmax","Medlyn",7.16415317302604,50,27.0500421186638,18.1573322485013,32.0687256533352,0.319177274440644,101.685484091233,14,50,28.0912447725236
"544","Pinus pinea_r2_20","nick_smith.csv","Jmax","Medlyn",148.024656197858,1,45.2197760641482,32.0647975078767,0.379857883866297,0.65,263,14,50,46.2609787180079
"545","Pinus pinea_r2_25","nick_smith.csv","Vcmax","Medlyn",27.9665161875962,21,35.2215505940231,21.8040273735697,92.7817952500661,0.242663489355784,62.4956030048037,14,50,36.2627532478828
"546","Pinus pinea_r2_25","nick_smith.csv","Jmax","Medlyn",193.8703555161,27,46.8386409200409,48.3920419325324,4.04302552190606,0.762131711666186,248.893852494211,14,50,47.8798435739006
"547","Pinus pinea_r2_30","nick_smith.csv","Vcmax","Medlyn",18.431337827751,14,32.7198170815746,40.2191470889524,45.617229768187,0.387500417138286,122.896082048529,14,50,33.7610197354344
"548","Pinus pinea_r2_30","nick_smith.csv","Jmax","Medlyn",138.701844910386,99,44.8294627012904,53.7082626306699,23.8060647918389,0.365633264425028,117.707593814409,14,50,45.8706653551501
"549","Pinus pinea_r2_35","nick_smith.csv","Vcmax","Medlyn",501.231545869106,9,52.5379118995589,47.7324083561617,120.643212774125,0.306300503050808,80.9307584114059,14,50,53.5791145534186
"550","Pinus pinea_r2_35","nick_smith.csv","Jmax","Medlyn",1377.76008453258,51,58.6047889230457,80.9692086540141,38.4767014380762,0.258856624273716,81.494593131891,14,50,59.6459915769054
"551","Pinus pinea_r3_15","nick_smith.csv","Vcmax","Medlyn",19.6238927089365,14,29.0731245300572,13.1875123035221,35.5897832704628,0.109924136621734,24.3622968928927,15,50,31.0259349678867
