,Ea_o,Hd_o,dS_o,k25_o,residual_o,BIC_o,Parameter,MA,ID,Ea,Hd,dS,k25,residual,BIC,Parameter,MA,ID
1388,95.94093445,200,0.637856734,19.50549207,6.210706726,21.71132089,Vcmax,Old,88,93.45271226,200,0.637875058,19.50559309,6.208418198,21.70947814,Vcmax,New,88
1864,107.7763304,1038.69128,3.307627335,26.02298275,1966.751429,69.06228824,Vcmax,Old,89,105.254601,1037.840426,3.304924716,26.02396626,1966.627725,69.06184795,Vcmax,New,89
1389,130.4030729,200,0.642320144,26.41655304,2068.721375,67.47021103,Vcmax,Old,89,127.9117153,200,0.642335201,26.41918294,2068.72264,67.47021531,Vcmax,New,89
1892,542.2498224,493.9008778,1.657800027,23.76717429,585.9847062,46.05585378,Vcmax,Old,90,539.7563057,493.978352,1.658047302,23.76522571,585.6820466,46.05327063,Vcmax,New,90
1390,82.78246128,200,0.625083409,28.06610434,905.1736029,46.62058118,Vcmax,Old,90,80.2933524,200,0.625133242,28.06449085,905.3739942,46.62168798,Vcmax,New,90
1391,53.08761006,200,0.637065802,42.20047698,347.8774592,84.39747507,Vcmax,Old,91,50.64279587,200,0.637105427,42.19700137,347.990165,84.40136221,Vcmax,New,91
1392,66.70507933,200,0.629621561,79.62828157,24.5867052,32.65697861,Vcmax,Old,92,64.23102552,200,0.629658864,79.61330186,24.4670759,32.6277137,Vcmax,New,92
1393,59.88637699,200,0.623099106,87.61098137,41.22403782,35.75787263,Vcmax,Old,93,57.41325695,200,0.623168146,87.59108483,41.32913064,35.77314902,Vcmax,New,93
1874,49.61284403,493.5544841,1.59027003,89.36942492,453.6829653,90.06896193,Vcmax,Old,94,47.15430908,492.0431165,1.585393741,89.36273611,453.6572935,90.06828288,Vcmax,New,94
1394,54.2976473,200,0.639821143,90.7190097,493.9090877,88.60348921,Vcmax,Old,94,51.84909126,200,0.639855133,90.7141385,493.7674333,88.60004708,Vcmax,New,94
